Số báo danh,Khối Thi,Toán,Ngữ Văn,Ngoại Ngữ,Vật Lý,Hóa Học,Sinh Học,Lịch Sử,Địa lý,GDCD
01059427,khtn,8,5,3.2,7.5,3.5,7.5,-1,-1,-1
01059428,khtn,9,8.25,4.2,2.5,8.25,7.5,-1,-1,-1
01059429,khtn,7.8,3,4,4.75,1.75,6.5,-1,-1,-1
01059430,khtn,7,6.5,3.2,7.75,3.25,6.75,-1,-1,-1
01059431,khtn,7,7.5,5,6.5,4,7,-1,-1,-1
01059432,khtn,8.2,8,6.6,5.25,6.75,8.75,-1,-1,-1
01059433,khtn,7.6,3.25,7.4,7.25,3,5.25,-1,-1,-1
01059434,khtn,8.6,2.5,3.2,5,4,6.25,-1,-1,-1
01059435,khtn,9,6.25,4,6.75,5.25,5,-1,-1,-1
01059436,khtn,9.8,6,9.8,9.75,8,8,-1,-1,-1
01059437,khtn,8.2,5.25,5.6,6.25,4,7.5,-1,-1,-1
01059438,khtn,8,8.5,3.4,7.75,3.5,5,-1,-1,-1
01059439,khtn,8.4,6.25,2.8,6.25,3.5,5.75,-1,-1,-1
01059440,khtn,8.2,4.5,3,8.5,4,5.5,-1,-1,-1
01059441,khtn,8.6,9.25,3.2,8.75,2.25,7,-1,-1,-1
01059442,khtn,8.4,8.25,3.6,7.5,4.5,6,-1,-1,-1
01059443,khtn,9.6,9,4.6,9.25,5.25,7,-1,-1,-1
01059444,khtn,8.8,3.25,9.2,6.75,3.75,7,-1,-1,-1
01059445,khtn,8.2,6.5,3.8,8,3,7.75,-1,-1,-1
01059446,khtn,7.6,4.5,6.4,7.5,5.75,5.25,-1,-1,-1
01059447,khtn,7,3.5,4.2,6.5,3.25,4.25,-1,-1,-1
01059448,khtn,8,8,4.4,8.5,3.75,6.5,-1,-1,-1
01059449,khtn,9,9,2.2,8.5,3,5.5,-1,-1,-1
01059450,khtn,7.8,7.75,6.8,8,3.5,7,-1,-1,-1
01059451,khtn,7.4,3.25,2.2,3.5,5.25,6.5,-1,-1,-1
01059452,khxh,4.8,8,7.25,-1,-1,-1,6.5,8.8,8.5
01059453,khtn,8.8,8.25,8,8.5,5.5,8.25,-1,-1,-1
01059454,khtn,8.2,5.5,3.2,4.25,6,6.75,-1,-1,-1
01059455,khtn,7.8,3.25,6.2,7.5,3.75,6.75,-1,-1,-1
01059456,khtn,8.8,8,4.4,8.5,4.25,7,-1,-1,-1
01059457,khtn,8.2,6,7.2,7,4.75,6.75,-1,-1,-1
01059458,khtn,8.6,8.25,5.4,8.75,5.75,7.75,-1,-1,-1
01059459,khxh,6.6,5.75,7,-1,-1,-1,6.5,3.4,8.5
01059460,khxh,6.6,7,7.25,-1,-1,-1,5.25,6,8
01059461,khxh,1.6,3.5,3.5,-1,-1,-1,5,2.6,5.5
01059462,khxh,8,7.5,4.75,-1,-1,-1,7,5.2,8.5
01059463,khxh,5.2,5,4.75,-1,-1,-1,5.25,3.8,6.25
01059464,khxh,6.4,7.75,9.5,-1,-1,-1,8.25,3.4,9.5
01059465,khxh,5,6.25,5,-1,-1,-1,5.5,7.8,7
01059466,khxh,3.6,6.5,4.25,-1,-1,-1,6,2.8,8
01059467,khxh,6.8,7.5,9,-1,-1,-1,8,4,6.5
01059468,khxh,4.6,6.5,6.75,-1,-1,-1,7,3.2,8.75
01059469,khtn,8.8,8.75,7,9,4.25,8,-1,-1,-1
01059470,khxh,5.8,5.75,6,-1,-1,-1,4.75,2.8,7.25
01059471,khxh,4,5,5.5,-1,-1,-1,6.25,3.6,5
01059472,khxh,6,8.25,5.25,-1,-1,-1,6.25,5.4,7.75
01059473,khxh,5.8,3.5,6.5,-1,-1,-1,7.5,3.2,8
01059474,khtn,8.8,9.25,6.6,9.25,3.5,6.75,-1,-1,-1
01059475,khxh,7.8,5.75,5.5,-1,-1,-1,6.75,2.6,7.75
01059476,khxh,7.2,8.5,6.5,-1,-1,-1,7.5,6.2,7.25
01059477,khtn,8.4,4.25,7.4,8.25,4.5,7,-1,-1,-1
01059478,khxh,5.8,6.75,7.75,-1,-1,-1,7.25,2.2,8.5
01059479,khtn,8.6,6.25,5,5.25,3.75,6,-1,-1,-1
01059480,khxh,4.8,5,4.75,-1,-1,-1,6.25,4.4,8
01059481,khxh,7.8,7,7.75,-1,-1,-1,7.5,3,8.25
01059482,khtn,9,4.75,6.8,8.5,4.75,6.25,-1,-1,-1
01059483,khxh,6,6.25,6.5,-1,-1,-1,6.5,3,7.5
01059484,khxh,3.2,5.75,4.5,-1,-1,-1,6.75,2.4,7
01059485,khxh,4.4,6.5,6.25,-1,-1,-1,6.75,3.2,6.75
01059486,khxh,4,4.75,5.75,-1,-1,-1,6.5,2.6,8
01059487,khxh,5.2,5,6.25,-1,-1,-1,7.25,2.8,8.75
01059488,khtn,9.2,8.75,9.2,7.25,4.75,6.5,-1,-1,-1
01059489,khxh,4.8,5.25,8.25,-1,-1,-1,6.25,3,7.25
01059490,khxh,4.4,6.25,8.25,-1,-1,-1,7,1.6,7.5
01059491,khtn,8.6,9,7.6,8.75,2.5,5.75,-1,-1,-1
01059492,khtn,9,9,4,6,6,5.25,-1,-1,-1
01059493,khxh,5.2,6,7.5,-1,-1,-1,6,2.2,7
01059494,khtn,8.2,4.75,7.8,8.5,4.5,7.25,-1,-1,-1
01059495,khxh,6.8,5,7.25,-1,-1,-1,7.5,4,8.5
01059496,khxh,7.6,7.5,7.25,-1,-1,-1,5.25,3.4,7.5
01059497,khxh,4.4,7.75,7.75,-1,-1,-1,7.75,4,8.25
01059498,khxh,5,7,7.5,-1,-1,-1,6.25,3,9
01059499,khxh,5.6,5.5,7.5,-1,-1,-1,5.25,3.4,7.5
01059500,NONE-1,-1,-1,-1,-1,-1,-1,-1,-1
01059501,khtn,8.2,7.75,9.2,8.75,4.25,8.25,-1,-1,-1
01059502,khxh,4.8,5.5,7.25,-1,-1,-1,6.25,4,8.5
01059503,khxh,3.8,5.5,7.25,-1,-1,-1,6.25,3,7.5
01059504,khtn,6.8,7,4,7.25,3,5.25,-1,-1,-1
01059505,khxh,7.2,6.5,6.75,-1,-1,-1,6.5,5,7.75
01059506,khxh,8.4,6.75,7.75,-1,-1,-1,6.5,5.6,7.5
01059507,khxh,8,7.5,6.75,-1,-1,-1,7.5,2,9.25
01059508,khxh,4.2,5.5,5.5,-1,-1,-1,5.75,4.2,7.25
01059509,khxh,5.6,8,7,-1,-1,-1,6,2.6,7
01059510,khxh,3.8,7,2.75,-1,-1,-1,6,3.8,5.75
01059511,khxh,6.6,8.5,6.25,-1,-1,-1,5.25,5.4,8
01059512,khxh,6.4,5.25,7.5,-1,-1,-1,6.5,4.8,7.25
01059513,khxh,7.4,7.5,7,-1,-1,-1,5.75,7.8,8.5
01059514,khxh,6,6.25,7.25,-1,-1,-1,6.25,3,6.25
01059515,khxh,7,5.75,3.75,-1,-1,-1,8.5,3.8,8.75
01059516,khxh,5.2,7,5.25,-1,-1,-1,6.25,1.8,6.75
01059517,khtn,8.4,7.75,3,6.75,4.25,7,-1,-1,-1
01059518,khxh,8.2,8.5,7.25,-1,-1,-1,6.5,8.4,7.5
01059519,khxh,4.8,8,7.75,-1,-1,-1,8.5,5,8.25
01059520,khxh,8.6,8.5,7.5,-1,-1,-1,7.5,7.8,9.5
01059521,khxh,4.4,7.25,8,-1,-1,-1,8,3,7.75
01059522,khxh,6,6.5,6,-1,-1,-1,6.5,2,7.5
01059523,khxh,8,8,6.75,-1,-1,-1,6.5,8.4,8.5
01059524,khtn,8.6,8,4.8,5,7.75,7,-1,-1,-1
01059525,khxh,6.6,6.5,6.5,-1,-1,-1,5.5,3.8,7
01059526,khtn,8,8.25,4.8,5,8,7,-1,-1,-1
01059527,khxh,4.4,6.75,4.75,-1,-1,-1,6.75,2.8,6.75
01059528,khtn,6.4,2.25,4,3.75,3.5,6.5,-1,-1,-1
01059529,khxh,2.4,4.5,5.25,-1,-1,-1,5.25,2,7
01059530,khxh,5.2,8,8.75,-1,-1,-1,6.75,3.6,7.5
01059531,khxh,5,7,4.75,-1,-1,-1,4.75,2.6,8
01059532,khxh,3.8,6.75,5.5,-1,-1,-1,5.5,2.2,6.25
01059533,khxh,5.2,8.5,8.25,-1,-1,-1,6.25,3,7.75
01059534,khxh,6.8,8.25,6.5,-1,-1,-1,6.5,8.6,8.75
01059535,khxh,5.2,6.75,3,-1,-1,-1,5,5.6,7.25
01059536,khxh,5.4,8.5,5.5,-1,-1,-1,7.25,6,9.5
01059537,khxh,7.2,8.25,7.75,-1,-1,-1,8.75,2.2,6.5
01059538,khxh,4.2,7,6.25,-1,-1,-1,6.5,4.2,8.5
01059539,khxh,2.8,8.25,5.75,-1,-1,-1,5.75,2.4,8
01059540,khxh,7.2,8.5,8.75,-1,-1,-1,8.5,3,9.25
01059541,khxh,6.2,7.5,5.5,-1,-1,-1,7,3.8,8
01059542,khxh,7.4,8,6.75,-1,-1,-1,6.25,6,6.25
01059543,khxh,6.6,8.5,6.75,-1,-1,-1,5.25,5.6,6.75
01059544,khxh,5.6,7.5,5.75,-1,-1,-1,4.5,3.2,7.5
01059545,khtn,7.6,6.75,3.8,5,4.75,6,-1,-1,-1
01059546,khxh,7.4,7.25,7.75,-1,-1,-1,7.25,3.6,9
01059547,khxh,7,8.5,8.75,-1,-1,-1,8.75,4.4,7.75
01059548,khxh,9,9.25,6.25,-1,-1,-1,7,6.4,8.25
01059549,khxh,8,8.25,8,-1,-1,-1,5.5,3.6,7.75
01059550,khtn,7.6,6,4.6,6,4,6.25,-1,-1,-1
01059551,khtn,8.6,3,7.2,7.75,3.75,8.25,-1,-1,-1
01059552,khtn,7.6,5.5,7,7.25,5,6.5,-1,-1,-1
01059553,khtn,8.6,3,8.4,8.75,3,6.75,-1,-1,-1
01059554,khtn,7.2,4.75,7.8,7,4,7.25,-1,-1,-1
01059555,khtn,9.6,9.25,6.8,9,4.75,7,-1,-1,-1
01059556,khtn,8.2,8,6,7.5,5.25,6.5,-1,-1,-1
01059557,khxh,5,8,6.25,-1,-1,-1,6.5,5.2,8.25
01059558,khtn,8.2,8.75,5,7.75,3.5,7.25,-1,-1,-1
01059559,khtn,7.2,7.75,4.8,6.25,4.75,7.25,-1,-1,-1
01059560,khtn,8.2,3.75,9.6,8.25,3,7.5,-1,-1,-1
01059561,khtn,8.4,8.5,5.8,8,3.75,6,-1,-1,-1
01059562,khtn,8.2,4,8.6,8,4.5,6,-1,-1,-1
01059563,khtn,9.4,8.5,5.6,8,3.75,7,-1,-1,-1
01059564,khtn,8.4,6,5,6,4.25,5.75,-1,-1,-1
01059565,khtn,8.8,8.25,3.2,7.25,4.5,6,-1,-1,-1
01059566,khtn,8.6,7.5,5.4,8.75,4.5,6.5,-1,-1,-1
01059567,khtn,7.6,2.5,6.4,6.25,3.5,5.5,-1,-1,-1
01059568,khtn,8.6,7.75,7.4,7.25,6.5,7.25,-1,-1,-1
01059569,khtn,8.6,6.5,3.8,6.75,3.75,7,-1,-1,-1
01059570,khtn,7,4.75,3.6,3.5,2.75,6,-1,-1,-1
01059571,khtn,5.8,3,2.8,4,5.5,5,-1,-1,-1
01059572,khtn,7.6,8.25,8.4,4,3.5,5.5,-1,-1,-1
01059573,khtn,7,8,4.6,7,4.25,6.75,-1,-1,-1
01059574,khtn,7.2,6.75,4,4.25,6.75,7,-1,-1,-1
01059575,khtn,7.8,7.75,3.6,6.75,3.25,8,-1,-1,-1
01059576,khtn,7.8,4.5,7.6,8.25,6,6.5,-1,-1,-1
01059577,khtn,7,8.25,3.4,7.25,3.5,5.75,-1,-1,-1
01059578,khtn,7.6,6.25,7.8,8,5,7,-1,-1,-1
01059579,khtn,6.4,6.75,1.8,5,8.25,5.75,-1,-1,-1
01059580,khtn,7.4,4.25,6,8,4.5,6.5,-1,-1,-1
01059581,khtn,8.6,8.25,2.2,8.5,4,6.5,-1,-1,-1
01059582,khtn,7.2,6,4.2,5,3.75,7,-1,-1,-1
01059583,khtn,8.8,7,7.8,9,6,8.25,-1,-1,-1
01059584,khtn,7.6,8,4,7.25,4.25,7,-1,-1,-1
01059585,khtn,8.2,7.75,4.2,7.25,4.5,7,-1,-1,-1
01059586,khtn,9,5.25,8.4,9,3.75,7,-1,-1,-1
01059587,khtn,7.2,8.25,4,7,3.75,6.75,-1,-1,-1
01059588,khtn,8.8,5.75,9.4,8.5,4.75,8.75,-1,-1,-1
01059589,khtn,7.8,4.75,3.8,4.5,2.75,6.5,-1,-1,-1
01059590,khtn,8.6,5.25,5.8,8.5,3.5,7,-1,-1,-1
01059591,khtn,8.2,7,4.8,2.75,8.5,7.5,-1,-1,-1
01059592,khtn,9.2,6,8.6,8.25,5.75,5.5,-1,-1,-1
01059593,khtn,6,6.75,2.6,4.75,5.25,6.75,-1,-1,-1
01059594,khtn,9.4,6.75,9.2,9.75,7,6.5,-1,-1,-1
01059595,khxh,8.8,8.75,6,-1,-1,-1,7,8.6,8
01059596,khxh,5.8,6.25,7.25,-1,-1,-1,7.25,3.4,7.75
01059597,khxh,5,6.5,3.5,-1,-1,-1,5.25,4.8,4.75
01059598,khtn,8.2,5.5,8.6,8.25,5,9,-1,-1,-1
01059599,khxh,4.6,6.5,3.5,-1,-1,-1,5.75,2.4,6.75
01059600,khxh,9.4,8.75,6.75,-1,-1,-1,7,8.8,8.25
01059601,khxh,6.8,6.75,7,-1,-1,-1,6.5,8.4,8
01059602,khtn,8,8.5,7.4,4.25,5.25,6,-1,-1,-1
01059603,khxh,2.4,5.5,3.75,-1,-1,-1,5.25,2.2,6
01059604,khtn,6.2,5,2.4,6.5,4.5,5.75,-1,-1,-1
01059605,khxh,8,9,7.25,-1,-1,-1,6.25,8.6,8.25
01059606,khxh,5.6,6.5,4.25,-1,-1,-1,6.75,4.8,6.25
01059607,khxh,5.2,6.75,7.75,-1,-1,-1,5.75,1.8,8.25
01059608,khtn,8.2,6.5,6.2,7.25,5,5.5,-1,-1,-1
01059609,khxh,3.2,6,8.25,-1,-1,-1,7,2.4,7.25
01059610,khxh,8,6.5,7.75,-1,-1,-1,7.75,2.6,9
01059611,khxh,8.2,9,7.25,-1,-1,-1,7.5,7.6,7.5
01059612,khxh,3,7,6,-1,-1,-1,6.25,4,7.5
01059613,khxh,4.8,7,7,-1,-1,-1,7.25,2.2,7.5
01059614,khxh,5.2,8.25,8,-1,-1,-1,8,2.6,7.5
01059615,khtn,9,6.5,1.8,6.5,3.75,6.25,-1,-1,-1
01059616,khxh,4.6,8.5,6,-1,-1,-1,7,4.8,7.25
01059617,khxh,6.4,7.75,7.5,-1,-1,-1,8,4.6,9.25
01059618,khxh,3,8.25,7.5,-1,-1,-1,7,2.4,6.75
01059619,khxh,6,6.75,5.75,-1,-1,-1,7.25,2.4,7.5
01059620,khxh,8,8.5,5.75,-1,-1,-1,5.75,6.8,7.25
01059621,khxh,6.8,7.25,8.75,-1,-1,-1,7.25,3.2,7.75
01059622,khxh,7.8,8.75,6.5,-1,-1,-1,5.5,9.4,7.5
01059623,khxh,8,8.75,7.5,-1,-1,-1,6,8.4,7.75
01059624,khxh,7.6,8.25,9.75,-1,-1,-1,8.75,4.6,8.5
01059625,khxh,6.6,7.75,6.25,-1,-1,-1,6.25,5,7.75
01059626,khxh,6.2,7.75,7.5,-1,-1,-1,7.5,4.4,7.75
01059627,khxh,6.2,7.5,6,-1,-1,-1,7,2.6,7.25
01059628,khtn,8,3.25,8,8,3.25,7.75,-1,-1,-1
01059629,khxh,6.4,7,5.25,-1,-1,-1,7.75,3.6,7
01059630,khxh,4.2,7,4.5,-1,-1,-1,5.25,1.8,5.5
01059631,khxh,4.4,6,3.5,-1,-1,-1,5.75,3.2,6.75
01059632,khxh,3,7.25,4.25,-1,-1,-1,5.25,3.4,8
01059633,khxh,6.6,7.75,7,-1,-1,-1,7.5,3.2,9
01059634,khxh,6.8,6.25,6.5,-1,-1,-1,7.25,1.4,7.25
01059635,khxh,5.4,5.25,3.25,-1,-1,-1,5.75,2.8,7.5
01059636,khxh,8.8,8.75,8.25,-1,-1,-1,7.75,7.2,7.5
01059637,khtn,6.8,7.75,5.8,5.25,6.75,4.25,-1,-1,-1
01059638,khxh,7.8,5.75,7.5,-1,-1,-1,5.75,3,7.25
01059639,khxh,5,5.5,4.75,-1,-1,-1,5.25,2.8,6.75
01059640,khxh,2.4,4.5,6,-1,-1,-1,5.25,2,8
01059641,khxh,2.4,3.25,6.75,-1,-1,-1,5.25,3,5.5
01059642,khxh,5,7.75,9,-1,-1,-1,8.75,6.8,7.25
01059643,khxh,5.4,6.5,6.5,-1,-1,-1,6.25,1.8,7.5
01059644,khxh,5.6,6.75,6.75,-1,-1,-1,6.75,5.2,7.5
01059645,khxh,5.8,6.25,5.5,-1,-1,-1,6.75,3.8,8.5
01059646,khtn,7.4,6.5,6.8,5.25,5.25,7.5,-1,-1,-1
01059647,khxh,6.8,5,7.5,-1,-1,-1,6.75,3,8
01059648,khxh,2,6.5,3.75,-1,-1,-1,6.5,2.2,7.5
01059649,khtn,7.4,3,9,8,5.25,7.25,-1,-1,-1
01059650,khxh,6.4,4,3.5,-1,-1,-1,7.75,4.4,7.25
01059651,khxh,4.6,6.5,6.25,-1,-1,-1,6,3.6,8.5
01059652,khxh,3.6,5.75,5,-1,-1,-1,5,2.6,7
01059653,khtn,8.6,3.75,4,8.25,4.25,8,-1,-1,-1
01059654,khtn,4.8,2.5,3.6,4,3.75,5.5,-1,-1,-1
01059655,khxh,3,3.5,7,-1,-1,-1,5.5,1.6,7.5
01059656,khxh,5.8,5.5,6.75,-1,-1,-1,6.25,2,7
01059657,khxh,6,7,8.5,-1,-1,-1,8.75,3.4,8.25
01059658,khxh,5.2,5.75,6.75,-1,-1,-1,7,4.4,7.75
01059659,khtn,7.8,6.25,3.4,7.75,4.75,5.5,-1,-1,-1
01059660,khtn,8,8.5,4.2,6.5,3.25,5.5,-1,-1,-1
01059661,khxh,5.4,8.25,6.5,-1,-1,-1,5,3.6,8.75
01059662,khxh,5.8,6,6.75,-1,-1,-1,6.5,1.8,7.5
01059663,khxh,5,6.5,6.25,-1,-1,-1,6.75,3.2,6.5
01059664,khtn,8.6,9.25,8.6,9.25,4.5,5.5,-1,-1,-1
01059665,khxh,5.4,6,6.5,-1,-1,-1,5.75,3.2,6.5
01059666,khxh,5.4,6.25,6.25,-1,-1,-1,6.25,3.6,8.75
01059667,khxh,7,6.5,5.75,-1,-1,-1,4.75,2.2,6.75
01059668,khxh,5.6,4.25,8.25,-1,-1,-1,6.75,1.6,8
01059669,khxh,8.6,9.25,8,-1,-1,-1,7.25,8.8,8.75
01059670,khxh,7.6,6.5,7,-1,-1,-1,6.75,7.4,9
01059671,khxh,8,8,5.5,-1,-1,-1,7.5,4.2,7.5
01059672,khxh,3.8,6.5,4.25,-1,-1,-1,5.25,2,7.5
01059673,khtn,6.2,2.75,3.8,4.5,2.75,6.5,-1,-1,-1
01059674,khxh,8.6,7.25,7.25,-1,-1,-1,7,7.2,7.5
01059675,khxh,5,6,6,-1,-1,-1,5.5,2.8,8
01059676,khxh,5.8,6.5,7,-1,-1,-1,6.25,4.4,9.75
01059677,khxh,4.4,7,5.25,-1,-1,-1,5.5,2.8,8.25
01059678,khxh,7.8,7.25,7.25,-1,-1,-1,6.5,4.2,8
01059679,khxh,6.4,6.25,8.5,-1,-1,-1,7.75,5,9
01059680,khxh,5.6,7,5.25,-1,-1,-1,6,5.6,7.75
01059681,khxh,8.4,8.75,6.75,-1,-1,-1,8,9.4,9.25
01059682,khxh,3,7.5,5,-1,-1,-1,5.5,2.6,8
01059683,khxh,5.6,6.75,3.75,-1,-1,-1,6.75,2.6,8
01059684,khxh,7.6,7,6,-1,-1,-1,7,5.8,8.75
01059685,khxh,7.4,7.5,6.75,-1,-1,-1,7.5,4.4,7.5
01059686,khxh,5.4,5.25,4.75,-1,-1,-1,6.5,4.2,7.25
01059687,khxh,7,6.75,5.5,-1,-1,-1,6.5,4.2,8
01059688,khxh,5.6,6.75,7,-1,-1,-1,4.25,6.4,7.5
01059689,khxh,7.8,7,4.5,-1,-1,-1,4.75,3.4,6.5
01059690,khxh,8.2,7.5,6.75,-1,-1,-1,6.25,9,7
01059691,khxh,5.6,7,7.75,-1,-1,-1,7.25,2.8,6.75
01059692,khxh,7.2,5.75,8.25,-1,-1,-1,7.75,2.6,8.25
01059693,khxh,7.4,7.5,4.5,-1,-1,-1,6.75,3.4,8
01059694,khxh,7.8,7.25,5.5,-1,-1,-1,5.25,7,8.25
01059695,khxh,7.8,8.5,7.25,-1,-1,-1,8.5,6.2,9
01059696,khxh,5.6,7.5,7.5,-1,-1,-1,7.25,3.6,8
01059697,khxh,4.8,6,7.25,-1,-1,-1,7,2.6,7
01059698,khtn,7,2.25,6.6,7.25,2.75,5.25,-1,-1,-1
01059699,khxh,6.4,8.75,7,-1,-1,-1,6,6,8.5
01059700,khxh,7.2,7.75,8,-1,-1,-1,6.5,5.2,8.5
01059701,khxh,4.4,7.25,7.5,-1,-1,-1,5.75,7.8,8.25
01059702,khxh,7.6,7,7,-1,-1,-1,5.75,6,8
01059703,khxh,6.8,6.75,6.5,-1,-1,-1,6.5,5,8.25
01059704,khxh,6.8,5.5,6,-1,-1,-1,6.25,4.6,7.75
01059705,khxh,3.6,5,4.25,-1,-1,-1,6,2.2,6.25
01059706,khxh,7.8,8.75,7.75,-1,-1,-1,5.5,8.2,8
01059707,khxh,5.6,5,5.5,-1,-1,-1,3.75,3.6,7.5
01059708,khxh,5.6,7.5,6.25,-1,-1,-1,6.5,4.8,7.5
01059709,khtn,8,7.5,5.8,7.25,4.75,7,-1,-1,-1
01059710,khxh,3.8,7.75,8.5,-1,-1,-1,7.5,3.2,7.5
01059711,khxh,8.2,8.75,8.25,-1,-1,-1,6.75,8.8,9.5
01059712,khxh,6.8,7.75,8.5,-1,-1,-1,7.75,3.8,9.25
01059713,khxh,7.2,8.25,8.75,-1,-1,-1,8,3.6,9.25
01059714,khxh,4.2,7.75,4,-1,-1,-1,5.75,3.4,8
01059715,khxh,2,6.75,5,-1,-1,-1,5,2.4,6.25
01059716,khxh,8,8.25,7.75,-1,-1,-1,7.25,8.8,9.25
01059717,khxh,4.6,7.5,4.75,-1,-1,-1,6.5,3.6,7.5
01059718,khtn,8.2,6,8.6,8.75,4.75,7,-1,-1,-1
01059719,khxh,5.6,7.5,9,-1,-1,-1,7.5,3.4,9.25
01059720,khxh,5.6,8.5,3.75,-1,-1,-1,4.75,0.6,7.5
01059721,khtn,7.6,7.5,3.6,5.25,8.25,8.25,-1,-1,-1
01059722,khxh,8.4,5,7.25,-1,-1,-1,6,3.4,7.25
01059723,khxh,7,8,9,-1,-1,-1,8.25,4,9
01059724,khxh,3.2,4.25,4.75,-1,-1,-1,5,2.8,7
01059725,khxh,5.4,5,7.25,-1,-1,-1,5.25,3.2,6.25
01059726,khxh,5,7.5,7.25,-1,-1,-1,5.25,1.6,7
01059727,khxh,2.8,7.5,5,-1,-1,-1,5.75,2.6,7.5
01059728,khxh,4.4,5.5,4.5,-1,-1,-1,6.5,2.4,8.25
01059729,khxh,4.6,6,6,-1,-1,-1,7,2.2,9.5
01059730,khxh,6,7.25,6.5,-1,-1,-1,6.5,3.2,7.5
01059731,khxh,8.2,9.25,8.75,-1,-1,-1,9,7,9.25
01059732,khxh,8.2,8.5,8,-1,-1,-1,7.5,7.8,7.5
01059733,khxh,7,7.75,7.75,-1,-1,-1,7.25,4.2,8.75
01059734,khxh,8,8,8.5,-1,-1,-1,7.75,6.2,8.25
01059735,khxh,5.8,7,7,-1,-1,-1,7,5.4,8.5
01059736,khxh,5,7.25,6.5,-1,-1,-1,5.5,3.4,7.5
01059737,khxh,6,6.25,4.25,-1,-1,-1,4.5,3.2,6.5
01059738,khxh,7,7.75,7.5,-1,-1,-1,5.5,8.6,8
01059739,khxh,6.6,6.25,6,-1,-1,-1,7.75,4.2,8
01059740,khxh,6.4,7.5,6.25,-1,-1,-1,7.75,4.6,8.25
01059741,khxh,5.4,7.25,7.75,-1,-1,-1,8.5,5.2,8.75
01059742,khxh,5.2,6,6.75,-1,-1,-1,6.5,3.8,8
01059743,khxh,7.6,8,5.5,-1,-1,-1,7.25,7,7.75
01059744,khxh,6.4,7.5,5.5,-1,-1,-1,7.25,5.4,7.5
01059745,khxh,5.8,6.75,5.5,-1,-1,-1,6.75,3.6,8
01059746,khxh,6,6,6.75,-1,-1,-1,6.75,3.6,8.75
01059747,khxh,7.2,6.75,5.75,-1,-1,-1,6.25,6.4,7.25
01059748,khxh,3.4,6,6.5,-1,-1,-1,6.25,2,7.5
01059749,khxh,7.8,8.25,8.5,-1,-1,-1,8.5,4.6,9.25
01059750,khxh,8,8.5,8.25,-1,-1,-1,6.75,4.8,9.25
01059751,khxh,5,7,5.25,-1,-1,-1,6.75,3.8,7.75
01059752,khxh,7.6,7.75,5.5,-1,-1,-1,7.5,6.2,7.25
01059753,khxh,2.6,7.25,5.75,-1,-1,-1,7,2.4,7.75
01059754,khxh,5,5,6,-1,-1,-1,7.75,1.8,8.5
01059755,khxh,8.4,8.5,4.5,-1,-1,-1,5.25,6.6,7.25
01059756,khxh,6.4,7.25,6,-1,-1,-1,7.75,3.2,8.5
01059757,khxh,7.8,8.5,6.75,-1,-1,-1,6.75,5.4,8.25
01059758,khxh,5.4,8.5,9.5,-1,-1,-1,8.5,3.2,9.5
01059759,khxh,6.6,6.25,8,-1,-1,-1,8,4.6,7.75
01059760,khxh,8,8.5,6,-1,-1,-1,7,8.4,6.75
01059761,khxh,6,7.75,5,-1,-1,-1,6.75,3.8,8.5
01059762,khxh,5.6,6.5,4,-1,-1,-1,5.25,3,8
01059763,khxh,6.2,5.25,7.75,-1,-1,-1,6.5,2.8,7.5
01059764,khxh,5,6.5,7.5,-1,-1,-1,8.25,3,8
01059765,khxh,3.4,7,7.25,-1,-1,-1,5.25,3,8.5
01059766,khxh,7.8,7.75,8,-1,-1,-1,6,7.2,8
01059767,khxh,6.6,6.25,8.75,-1,-1,-1,7,3.6,8
01059768,khxh,3.8,4.5,3.25,-1,-1,-1,6,2.8,5.5
01059769,khxh,5.2,6.5,6.5,-1,-1,-1,7.75,3.4,9.25
01059770,khxh,4.8,4.25,6,-1,-1,-1,5.5,2.8,6.75
01059771,khxh,7.4,6.25,7.75,-1,-1,-1,7.5,3.8,7.75
01059772,khxh,5.2,7.5,9,-1,-1,-1,7,3.6,9.25
01059773,khxh,2.8,3.5,4.5,-1,-1,-1,4.75,1.8,7.75
01059774,khxh,7.2,7.75,7.5,-1,-1,-1,6.75,3.8,7.25
01059775,khxh,4.8,7.75,3.25,-1,-1,-1,5,3.2,5
01059776,khxh,5.4,7,8.5,-1,-1,-1,7.5,4.4,8.5
01059777,khxh,6.8,8,8.25,-1,-1,-1,7,5,8.5
01059778,khxh,6.4,8.25,6,-1,-1,-1,5,5,8
01059779,khxh,5.8,8.75,9.25,-1,-1,-1,9,5,7
01059780,khxh,5.4,6.25,7.25,-1,-1,-1,5.5,4.6,6.75
01059781,khxh,6.6,7.25,4,-1,-1,-1,5,3.6,8.5
01059782,khxh,8,9,5.75,-1,-1,-1,4.75,8,7.75
01059783,khxh,4.6,6,9.25,-1,-1,-1,7,4.8,8.5
01059784,khxh,8.6,9,9.25,-1,-1,-1,9,8.4,8.75
01059785,khxh,3.6,5,6.25,-1,-1,-1,4.75,2.8,7.25
01059786,khxh,7.4,7.75,9.75,-1,-1,-1,8.5,4.2,9.25
01059787,khxh,6.6,8.5,6.5,-1,-1,-1,7.5,7.8,7.75
01059788,khxh,6.4,6,5.75,-1,-1,-1,6.75,3.8,7.75
01059789,khxh,4.6,8,9.25,-1,-1,-1,8.75,2.4,8.5
01059790,khxh,7.4,6.5,8.25,-1,-1,-1,8,3.8,8.75
